time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,x,y,z,.pose.orientation.x,.pose.orientation.y,.pose.orientation.z,.pose.orientation.w
2023/02/28/14:14:58.247045,18613,1677611697,193480895,map,0.048672620207071,0.031215768307448,0.039312962442637,-0.015059148656828,-0.02224681293287,-0.710788449991043,-0.702892797685359
2023/02/28/14:14:58.251242,18614,1677611697,214945322,map,0.048679135739803,0.031242033466697,0.039314892143011,-0.015059148656828,-0.02224681293287,-0.710788449991043,-0.702892797685359
2023/02/28/14:14:58.251270,18615,1677611697,215166365,map,0.048686448484659,0.031265899538994,0.039320029318333,-0.015059148656828,-0.02224681293287,-0.710788449991043,-0.702892797685359
2023/02/28/14:14:58.252591,18616,1677611697,227234139,map,0.048694729804993,0.031285986304283,0.039326064288616,-0.015063838810814,-0.022245030911431,-0.710781209294178,-0.702899954088527
2023/02/28/14:14:58.252613,18617,1677611697,240171452,map,0.048704028129578,0.0313037969172,0.039333634078503,-0.015063838810814,-0.022245030911431,-0.710781209294178,-0.702899954088527
2023/02/28/14:14:58.252628,18618,1677611697,248911693,map,0.048710349947214,0.031327653676272,0.039337113499642,-0.015063838810814,-0.022245030911431,-0.710781209294178,-0.702899954088527
2023/02/28/14:14:58.253489,18619,1677611697,264518719,map,0.048717778176069,0.031348720192909,0.039342619478703,-0.015063838810814,-0.022245030911431,-0.710781209294178,-0.702899954088527
2023/02/28/14:14:58.253522,18620,1677611697,270580653,map,0.048726264387369,0.031366989016533,0.039348606020212,-0.015062916848503,-0.022242027948475,-0.71077821192885,-0.70290312004125
2023/02/28/14:14:58.267277,18621,1677611697,286830342,map,0.048739105463028,0.031413085758686,0.039355400949717,-0.015062916848503,-0.022242027948475,-0.71077821192885,-0.70290312004125
2023/02/28/14:14:58.267300,18622,1677611697,300141252,map,0.048746820539236,0.031431786715984,0.039361752569676,-0.015062916848503,-0.022242027948475,-0.71077821192885,-0.70290312004125
2023/02/28/14:14:58.267314,18623,1677611697,304624837,map,0.048752874135971,0.031456209719181,0.039362866431475,-0.015062916848503,-0.022242027948475,-0.71077821192885,-0.70290312004125
2023/02/28/14:14:58.268619,18624,1677611697,318032259,map,0.048760026693344,0.031477991491556,0.039365887641907,-0.015062412074137,-0.022233850472047,-0.710771961682925,-0.702909707461963
2023/02/28/14:14:58.268645,18625,1677611697,335914099,map,0.048760555684567,0.031537361443043,0.039375372231007,-0.015062412074137,-0.022233850472047,-0.710771961682925,-0.702909707461963
2023/02/28/14:14:58.268659,18626,1677611697,350326791,map,0.048766672611237,0.03155967220664,0.039378177374601,-0.015062412074137,-0.022233850472047,-0.710771961682925,-0.702909707461963
2023/02/28/14:14:58.268677,18627,1677611697,357271546,map,0.048773806542158,0.031579088419676,0.039381735026836,-0.015062412074137,-0.022233850472047,-0.710771961682925,-0.702909707461963
2023/02/28/14:14:58.268702,18628,1677611697,364056456,map,0.048781264573336,0.031595446169376,0.039387475699186,-0.01506442985451,-0.022238320672167,-0.71076449905656,-0.70291708579463
2023/02/28/14:14:58.268722,18629,1677611697,385573644,map,0.048787325620651,0.031617816537619,0.039389930665493,-0.01506442985451,-0.022238320672167,-0.71076449905656,-0.70291708579463
2023/02/28/14:14:58.268752,18630,1677611697,386729540,map,0.048793248832226,0.031637571752071,0.039394069463015,-0.01506442985451,-0.022238320672167,-0.71076449905656,-0.70291708579463
